location,event,date,artists,genre
Zürich,Werner-und-Company,2016-01-14,['Werner und Company '],Pop
Baden,After-Work-Gentle-Breeze,2016-01-14,"[' Sandra Guerini ', ' Marcos Conçalves ', ' Willi Hauenstein ']",Pop
Bern,Norient-Musikfilm-Festival,2016-01-14,"['Zutzut & Paul Marmota ', ' Danny L Harle ']",
Basel,CIC-Cembalomusik-in-Basel,2016-01-14,['Nadja Lesaulnier '],Classic
Basel,Volkssinfoniekonzert,2016-01-14,[' Boris Giltburg '],Classic
Luzern,Königin-von-Saba-&-Schelomo,2016-01-14,['Gautier Capuçon '],Classic
Zürich,Hotclub-de-Zurich,2016-01-14,"[' Franz Winteler ', ' Renato Zenobi ', ' Markus Tinner ', ' Jürg Zimmermann ', ' Tamara Beltrame ']",
Zürich,Thursday-Night-Jazz,2016-01-14,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",
Zürich,Narek-Kazazyan-&-Narine-Sahakyan,2016-01-14,[' hosted by Heres '],
Zürich,Ardemus-Saxophonquartett,2016-01-14,"['Lisa Wyss ', ' Lovro Mercep ', ' Jenita Veurink ', ' Yo-yo Su ']",Classic
Basel,Fabula,2016-01-14,"['Garth Knox ', ' Daniel Gloger ']",Classic
Zürich,Che-Sudaka,2016-01-14,['Che Sudaka '],
Brugg,Cloud-Cluster-Collective,2016-01-14,"[' Julie Fahrer ', ' Rita Ekes ', ' Sarah Chaksad ', ' Fabienne Hörni ', ' Corinne Windler ']",
Zürich,Feine-Sahne-Fischfilet,2016-01-14,"['Feine Sahne Fischfilet ', ' support: Akktenzeichen ']",
Rheinfelden,Mit-Charme-und-Leichtigkeit,2016-01-14,[' Radu Lupu '],Classic
Winterthur,Luumu,2016-01-14,"[' Adina Friis ', ' Simon Iten ', ' Andreas Schelker ']",
Liebefeld,Andreas-Michels-Nufidelity-Collective,2016-01-14,"['Andreas Michels Nufidelity Collective ', ' Andreas Michel ', ' Andy Seidt ', ' Toni Schiavano ', ' Daniel Aeby ', ' Beat von Wattenwyl ', ' Fredda Goodlett ', ' Karina Fernandez ']",
Basel,Sarah-Buechi,2016-01-14,"[' Sarah Buechi ', ' Stefan Aeby ', ' André Pousaz ', ' Lionel Friedli ']",
Zürich,Troubas-Kater,2016-01-14,"[' QC ', ' Matthias Urech ', ' Jürg Lerch ', ' Kaspar Eggimann ', ' Alexander Balajew ']",
Lugano,Rileggendo-Brahms,2016-01-14,[' Mischa Maisky '],Classic
Bern,She-Past-Away,2016-01-14,['She Past Away '],
Uster,Tré,2016-01-14,"[' Thomas Lüthi ', ' Bernhard Bamert ', ' Lukas Mantel ']",
Wädenswil,Ich-pfeife-auf-die-Oper,2016-01-14,"['Nikolaus Habjan ', ' Daniel Nguyen ']",Classic
