,location,event,date,artists,genre
0,Winterthur,Goloubev-Simcock,2013-03-09,"[' Yuri Goloubev ', ' Gwilym Simcock ']","['Jazz', 'Blues', 'Soul']"
1,Aarau,Jazz-Passengers,2013-03-09,"[' Jörg Hauser ', ' Sabine Siegrist ', ' Rougi Rothenbühler ', ' Peter Tico Keller ', ' Hannes Hänggli ']","['Jazz', 'Blues', 'Soul']"
2,Zürich,Classic-Broadway-&-Operette,2013-03-09,"['John Thade ', ' Annkatrin Isaacs ']",['Classic']
3,Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-03-09,['Mark Tenger '],"['Hip', 'Hop', ""R'n'B""]"
4,Zürich,Camerata-Variabile-Basel,2013-03-09,"[' Hans-Jürg Rickenbacher ', ' Isabelle Schnöller ', ' Karin Dornbusch ', ' Helena Winkelman ']",['Classic']
5,Arlesheim,Tränen-Quellen-Veil-of-Tears,2013-03-09,"[' Anne Schmid ', ' Pascale Van Coppenolle ']",['Classic']
6,Zürich,Ska-P,2013-03-09,['Ska-P '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
7,Arlesheim,Benefizkonzert,2013-03-09,"[' Anne Schmid ', ' Pascale Van Coppenolle ']",['Classic']
8,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-09,"['Tom Staar ', ' Nas ', ' Cody Chesnutt ']","['Cody', 'ChesnuTT']"
9,Zürich,Vocis-imago-Vorstellung-&-Wirklichkeit,2013-03-09,"[' C.Simolka ', ' B.Bossert ', ' I.Kombaratov ', ' M.Würsch ', ' H.Bugallo ', ' E.Streiff ', ' M.Stolz ', ' R.Wohlhauser ']",['Classic']
10,Winterthur,Marco-Santilli-Rossi-&-Band,2013-03-09,"[' Marco Santilli Rossi ', ' Sandro Vetsch ', ' Oliver Weinberg ', ' Lorenzo Wilson ', ' Robert Mark ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
11,Basel,Debussy-im-Spiegel,2013-03-09,"['Felix Renggli ', ' Jürg Dähler ', ' Daniel Haefliger ', ' Sarah OBrien ']",['Classic']
12,Zürich,The-Avett-Brothers,2013-03-09,"['The Avett Brothers ', ' Seth Avett ', ' Scott Avett ', ' Bob Crawford ', ' Joe Kwon ', ' Jacob Edwards ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
13,Basel,Französische-Barockmusik,2013-03-09,"[' Keiko Kinoshita ', ' Ryosuke Sakamoto ', ' Sonoka Ogawa ']",['Classic']
14,Wettingen,Requiem-Trauermusik,2013-03-09,"[' Ruth Achermann ', ' Liliane Glanzmann ', ' Tino Brütsch ', ' Michael Raschle ']",['Classic']
15,Riehen,Lukas-Passion,2013-03-09,"[' Vera Ehrensperger ', ' Dieter Wagner ', ' Michael Jäger ']",['Classic']
16,Zürich,Exchange,2013-03-09,"[' Markus Weiss ', ' Jonathan Ayerst ', ' Pedro Amaral ']",['Classic']
17,Oberengstringen,Landis-Friedli,2013-03-09,"[' Peter Landis ', ' Gabriela Friedli ', ' Nick Gutersohn ', ' Herbert Kramis ']","['Jazz', 'Blues', 'Soul']"
18,Zürich,Inade,2013-03-09,['Inade '],['Electronic']
19,Zürich,Counterparts,2013-03-09,"['Counterparts ', ' Landscape ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
20,Aarau,Sinfoniekonzert,2013-03-09,[' Nils Kohler '],['Classic']
21,Bern,Oli-Kehrli,2013-03-09,['Oli Kehrli '],['Pop']
22,Luzern,Mondrian-Ensemble:-presentimientos,2013-03-09,"[' Daniela Müller ', ' Petra Ackermann ', ' Martin Jaggi ', ' Tamriko Kordzaia ']",['Classic']
23,Rapperswil,Gwilym-Simcock-&-Yuri-Goloubev,2013-03-09,"['Gwilym Simcock & Yuri Goloubev ', ' Gwilym Simcock ', ' Yuri Goloubev ']","['Jazz', 'Blues', 'Soul']"
24,Bern,Chorus-America,2013-03-09,[' Franziska Hegi '],['Classic']
25,Basel,Bert-Joris-Quartet,2013-03-09,"[' Bert Joris ', ' Dado Moroni ', ' Philippe Aerts ', ' Dré Pallemaerts ']","['Jazz', 'Blues', 'Soul']"
26,Feuerthalen,Rudy-Rotta-Band,2013-03-09,['Rudy Rotta Band '],"['Jazz', 'Blues', 'Soul']"
27,Prima-Vista,Baden,2013-03-09,"[' Peter C. Beyeler ', ' Shilo Buck ', ' Werner Gisin ', ' Heinz Glauser ', ' Heinz Lehmann ', ' Walter Daetwyler ']","['Wynavalley', 'Oldtime', 'Jazzband']"
28,Rote-Fabrik,Zürich,2013-03-09,['Tocotronic '],['Tocotronic']
29,KiFF,Aarau,2013-03-09,"['Threshold ', ' Enocian Theory ', ' Cryptex ']",['Threshold']
30,Winterthur,Grindweh,2013-03-09,"['Jig-Ai ', ' Sublime Cadaveric Decomposition ', ' Ultimo Mondo Cannibale ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
31,Kriens,Joan-&-The-Sailors,2013-03-09,['Joan & The Sailors '],['Pop']
32,Basel,The-Hunters,2013-03-09,['The Hunters '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
33,Thun,Acoustic-Africa,2013-03-09,['Acoustic Africa '],"['world', 'music']"
34,null,Latino-Flavour-11,2013-03-09,['DJs El Medico '],"['world', 'music']"
35,Zürich,Betapartner,2013-03-09,"[' Benj Hardwig ', ' Nicolas Stocker ', ' Jonas Wolf ', ' Aidan Leong ']",['Electronic']
36,Zürich,Balkanekspress,2013-03-09,[' live: Boom Pam '],"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']"
37,Rubigen,Ian-Hunter,2013-03-09,"[' Ian Hunter ', ' Andy York ', ' Dave Roe ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
