location,event,date,artists,genre
Zürich,Ingrid-&-Steirerboys,2013-07-15,['Ingrid & Steirerboys '],traditional
null,Konzert,2013-07-15,[' Raphaël Oleg '],Classic
Montreux-Music-&-Convention-Centre,Montreux,2013-07-15,['Prince '],Prince
Zürich,Ingrid-&-Steirerboys,2013-07-15,['Ingrid & Steirerboys '],traditional
Montreux,Montreux-Jazz-Festival,2013-07-15,['Shuggie Otis '],
Zürich,New-York-Ska-Jazz-Ensemble,2013-07-15,['New York Ska-Jazz Ensemble '],
Zürich,Big-Harp,2013-07-15,['Big Harp '],
Dolder-Sports,Zürich,2013-07-15,['Deep Purple '],
Montreux-Music-&-Convention-Centre,Montreux,2013-07-15,"['Two Door Cinema Club ', ' Juveniles ', ' Yan Wagner ']",
Zürich,Alela-Diane,2013-07-15,['Alela Diane '],
