,location,event,date,artists,genre
0,Basel,CIS-Cembalomusik-in-der-Stadt-Basel,2014-04-28,['Thomas Ragossnig '],['Classic']
1,Bern,Migros-Kulturprozent-Classics,2014-04-28,"[' Leonidas Kavakos ', ' Anu Komsi ']",['Classic']
2,Basel,Dialog,2014-04-28,['Garth Knox '],['Classic']
3,null,Brandy-&-Rafi,2014-04-28,"[' Brandy Butler ', ' Raphael Jost ', ' Raphael Walser ', ' Jonas Ruther ']","['Jazz', 'Blues', 'Soul']"
4,Solothurn,Blue-Monday,2014-04-28,['The Widowbirds '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
5,Z?rich,Candice-Gordon,2014-04-28,['Candice Gordon '],"['Jazz', 'Blues', 'Soul']"
6,Z?rich,Jazzpreis-der-Z?rcher-Kantonalbank,2014-04-28,"[' Raphael Rosse ', ' Simon Girard ', ' Julian Kn?rzer ', ' Florian Favre ', ' Florian M?bes ', ' Emanuel Teschke ']","['Jazz', 'Blues', 'Soul']"
7,Basel,Tendencia-Nueva,2014-04-28,"['Oliver Pellet Santos ', ' Florian Haas-Schneider ', ' David Brito ']","['Jazz', 'Blues', 'Soul']"
8,Winterthur,The-Desoto-Caucus,2014-04-28,['The Desoto Caucus '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
9,Z?rich,Intergalactic-Lovers,2014-04-28,['Intergalactic Lovers '],['Pop']
10,Stans,Stanser-Musiktage,2014-04-28,"[' Shabaka Hutchings ', ' Seb Rochford ', ' Tom Skinner ', ' Theon Cross ']","['Jazz', 'Blues', 'Soul']"
11,Baden,Jam-Session,2014-04-28,"['Mario Schenker ', ' Marcel L?scher ', ' Dario Bianchin ', ' Peter Hunziker ', ' Hannes H?nggli ']","['Jazz', 'Blues', 'Soul']"
