,location,event,date,artists,genre
0,Luzern,Debut-6,2014-09-09,"['Manuel Walser ', ' Anano Gokieli ']",['Classic']
1,Luzern,Orgelgewitter,2014-09-09,['Wolfgang Sieber '],['Classic']
2,Luzern,Piano-Entertainment,2014-09-09,['Mark Tenger '],['Pop']
3,Luzern,Rezital-4-Violine,2014-09-09,"['Anne-Sophie Mutter ', ' Lambert Orkis ']",['Classic']
4,Montreux,Septembre-musical,2014-09-09,['Youth Orchestra of Bahia '],['Classic']
5,Z?rich,Konzert,2014-09-09,[' Benjamin Engeli '],['Classic']
6,Z?rich,Helge-Schneider,2014-09-09,['Helge Schneider '],['Pop']
7,Luzern,Orgelsommer,2014-09-09,['Naji Hakim und Marie-Bernadette Dufourcet Hakim '],['Classic']
8,Z?rich,Marissa-Nadler,2014-09-09,['Marissa Nadler '],['Pop']
9,Basel,Inez,2014-09-09,"[' Ines Brodbeck ', ' Michael Garrod ', ' Matthias Siegrist ', ' Andr? Buser ', ' Eric Gut ']","['Jazz', 'Blues', 'Soul']"
10,Lausanne,Woods,2014-09-09,['Woods '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
