location,event,date,artists,genre
Basel,Mimiko-Sulla-quarta,2016-03-23,"['Alessio Pianelli ', ' Francesco Biscari ']",Classic
Basel,Baselworld-Village,2016-03-23,['Bê Betina Ignacio '],
Zürich,Requiem-Passionskonzert,2016-03-23,[' Ismael Arróniz '],Classic
Palais-des-Congrès,null,2016-03-23,"[' Elodie Kimmel ', ' Jordanka Milkova ', ' Dominik Wörner ']",Classic
Luzern,Lieux-retrouvés,2016-03-23,"[' Steven Isserlis ', ' Steven Isserlis ']",Classic
Bern,ZKO-Barockensemble,2016-03-23,"['Albrecht Mayer ', ' J. B. Bach ']",Classic
Bern,Internationales-Jazzfestival-Bern,2016-03-23,['Mr. Sipp '],
Zürich,Tuff-Love,2016-03-23,['Tuff Love '],
Bern,Klanglandschaften,2016-03-23,"['Valentina trucelj ', ' Willi Grimm ']",
Zürich,Gesänge-aus-der-Unruhe-ein-Finanzrequiem,2016-03-23,[' works by Giovanna Marini '],Classic
Aarau,Blaubart-Ein-schauerliches-Konzert,2016-03-23,"[' Manuela Keller ', ' Christian Strässle ', ' Chris Wirt ']",Classic
Basel,Hyper-Aluminium,2016-03-23,"['Gilles Grimaître ', ' Julien Mégroz ']",Classic
Zürich,Franco-Ambrosetti-&-Dado-Moroni-Duo,2016-03-23,"[' Franco Ambrosetti ', ' Dado Moroni ']",
Zürich,Passion-16-Tschaikowski-Rossini,2016-03-23,"[' Martin Bauder ', ' Annette Birkenmeier ', ' Mika Kamiya Tanner ', ' Emanuel Rütsche ', ' Martina Hofmann ', ' Dorothee Labusch ']",Classic
Frick,Edoardo-Bennato-&-Band,2016-03-23,['Edoardo Bennato & Band '],Pop
Winterthur,Ghost-Town-Trio-feat.-Andrina-Bollinger,2016-03-23,"[' Andrina Bollinger ', ' Urs Vögeli ', ' Claude Meier ', ' Lukas Mantel ']",
Bern,Hypercolor,2016-03-23,['Hypercolor '],
Lausanne,Oxmo-Puccino,2016-03-23,"['Oxmo Puccino ', ' Redouanne Harjane ']",
Zürich,The-Sisters-Of-Mercy,2016-03-23,['The Sisters Of Mercy '],
Zürich,Jazzbaragge-Wednesday-Jam,2016-03-23,"['Eliyah Reichen ', ' James Krüttli ', ' Dominik Burkhalter ']",
Basel,Heisskalt,2016-03-23,['Heisskalt '],
Düdingen,Ringo-Deathstarr,2016-03-23,"['Ringo Deathstarr ', ' Soviet Soviet ']",
Zürich,A-Place-To-Bury-Strangers,2016-03-23,['A Place To Bury Strangers '],
Bern,Dead-Prez,2016-03-23,['Dead Prez '],
