location,event,date,artists,genre
Basel,Masterrezital,2015-06-01,['Artur Almasbekov '],Classic
Basel,Masterrezital,2015-06-01,['Mariateresa Pagano '],Classic
Luzern,Master-Abschlusskonzerte,2015-06-01,"['Benjamin Kieser ', ' Mischa Maurer ', ' Valerio Lepori ', ' Dominic Eschmann ', ' Aurel Hassler ', ' Martial In-Albon ']",
Zürich,Diplomkonzert-Von-Ewigkeit-zu-Ewigkeit,2015-06-01,"['Christian Gautschi ', ' Valeriya Bernikova ', ' Wolfgang Staechelin ']",Classic
Zürich,Stummfilm-und-Musik,2015-06-01,"[' Pamela Stahel ', ' Rea Claudia Kost ', ' Niklaus Kost ', ' Daniel Bentz ', ' Eriko Kagawa ']",Classic
Winterthur,King-Khan-&-the-Shrines,2015-06-01,['King Khan & the Shrines '],
Zürich,Liederabend,2015-06-01,"['Polina Pasztircsák ', ' Jan-Phillip Schulze ']",Classic
Basel,Masterrezital,2015-06-01,['Martina Anselmo '],Classic
Zürich,Spektrum,2015-06-01,"[' Christiane Boesiger ', ' Fabio di Càsola ', ' Kamilla Schatz ', ' Pi-Chin Chien ', ' Benjamin Engeli ', ' works by Fabian Müller ']",Classic
Zürich,Kompakt-am-Montag-#11,2015-06-01,['Ernesto Molinari '],Classic
Zürich,Mark-Knopfler,2015-06-01,"['Mark Knopfler ', ' Mark Knopfler ', ' Guy Fletcher ', ' Richard Bennett ', ' Jim Cox ', ' Mike McGoldrick ', ' John McCusker ']",
Zürich,Link-to-America,2015-06-01,"[' Marita Seeger ', ' Delaja Mösinger ', ' Cristina Janett ']",Classic
Basel,Lecture-Recital,2015-06-01,"[' Jun Bouterey-Ishido ', ' Sini Simonen ', ' Alexandre Foster ']",Classic
Zürich,Paul-Ubana-Jones,2015-06-01,['Paul Ubana Jones '],Pop
Zürich,Licia-Chery,2015-06-01,"[' Licia Chery ', ' Elodie Joseph ', ' Anamaria Gonzalez ', ' Raoul Baumann ', ' Pierre Fouqueray ', ' Laurent Salzard ']",
Basel,A-Journey-to-Brazil,2015-06-01,"[' Viviane de Farias ', ' Emanuel Schnyder ']",
Zürich,Strand-of-Oaks,2015-06-01,"['Strand of Oaks ', ' Musée Mécanique ']",
