location,event,date,artists,genre
Zürich,Pflaumenblüten-Familienkonzert,2016-05-10,['Isabel Goller '],Classic
Zürich,Jazzapero,2016-05-10,"[' Peter Landis ', ' Jan Schlegel ', ' Herbert Kramis ']",
Zürich,Konzert-um-halb-acht-Lobgesang,2016-05-10,['Marco Amherd '],Classic
Bern,Internationales-Jazzfestival-Bern,2016-05-10,['The Brubeck Brothers '],
Bern,Meisterkonzert,2016-05-10,"['Hilary Hahn ', ' Cory Smythe ']",Classic
Aarau,Metalmayhem,2016-05-10,"['Cannibal Corpse ', ' Krisiun ', ' Hideous Divinity ']",
Zürich,Coldrain,2016-05-10,['Coldrain '],
Zürich,Terror,2016-05-10,"['Terror ', ' support: Broken Teeth ']",
Zürich,Ed-Motta,2016-05-10,"['Ed Motta ', ' Ed Motta ', ' Matti Klein ', ' Jay Phelps ', ' Marc Doffey ', ' Neville Malcom ', ' Yoran Vroom ']",
Basel,Jazzfestival-Basel,2016-05-10,"['Dee Dee Bridgewater New Orleans Project ', ' Dee Dee Bridgewater ', ' Irvin Mayfield ', ' \r\nMichael Watson ']",
Thun,Colin-Vallon-Trio,2016-05-10,"[' Colin Vallon  ', ' Patrice Moret ', ' Nicolas Masson ', ' Lionel Friedli ']",
Zürich,Electro-Deluxe,2016-05-10,"[' James Copley ', ' Gael Cadoux ', ' Thomas Faure ', ' Vincent Payen ', ' Bertrand Luzignant ', ' Jeremie Coke ']",
Basel,Chicco-Ramsbol-Salfellner-featuring-Peter-Bernstein,2016-05-10,"[' Peter Bernstein ', ' Renato Chicco ', ' Morten Ramsbol ', ' Christian Salfellner ']",
