location,event,date,artists,genre
Winterthur,Öffentliche-Generalprobe,2016-10-05,[' Isabelle von Keulen '],Classic
Basel,Mimiko-The-Auroras-of-Autum,2016-10-05,['Works by Martin Walter '],Classic
Basel,Kostprobe-I,2016-10-05,[' Kit Armstrong '],Classic
Zürich,Monte-Carlo,2016-10-05,['Monte Carlo '],Pop
Pratteln,Dead-Letter-Circus,2016-10-05,['Dead Letter Circus '],
Frauenfeld,Conversations-with-the-Bass,2016-10-05,"[' Heiri Känzig ', ' Franco Ambrosetti ']",
Winterthur,Musikkollegium-Winterthur,2016-10-05,['Isabelle von Keulen '],Classic
Zürich,Orchestermagie,2016-10-05,[' Lisa Batiashvili '],Classic
Zürich,Augustana,2016-10-05,['Augustana '],
null,Popa-Chubby,2016-10-05,['Popa Chubby '],
null,Paris-Days-Berlin-Nights,2016-10-05,"['Ute Lemper & das Vogler Quartett ', ' Stefan Malzew ']",
Bern,Night-Beats,2016-10-05,['Night Beats '],
Luzern,Jam-Night,2016-10-05,"[' Florian Respondek ', ' Christian Winiker ', ' Gregory Schärer ', ' Simon Gautsch ']",
Zürich,Niila,2016-10-05,['Niila '],Pop
Zürich,Red-Hot-Chili-Peppers,2016-10-05,['Red Hot Chili Peppers '],
Luzern,Bernd-Begemann,2016-10-05,['Bernd Begemann '],Pop
Zürich,Letzte-Liederabende,2016-10-05,['Julian Prégardien '],Classic
Zürich,Ensemble-5-Wednesday-4+1-Series,2016-10-05,"['Heinz Geisser ', ' Fridolin Blumer ', ' Reto Staub ', ' Robert Morgenthaler ', ' Guy Bettini ']",
Frick,Fricktaler-Blues-Festival,2016-10-05,['Pat McManus & Band '],
Schaffhausen,Betunizer,2016-10-05,['Betunizer '],Electronic
Basel,Bounce,2016-10-05,"[' Julian Hesse ', ' Jonathan Maag ', ' Andrey Tatarinets ', ' Domi Chansorn ']",
Zürich,Jazzbaragge-Wednesday-Jam,2016-10-05,"['Chris Wiesendanger ', ' Patrice Moret ', ' Dejan Terzic ']",
Zürich,Flamingods,2016-10-05,['Flamingods '],Electronic
Zürich,Yung,2016-10-05,['Yung '],
Lausanne,Yak,2016-10-05,['Yak '],
Düdingen,Bruno-Spoerri,2016-10-05,[' Piet Jan Blauw '],Electronic
Frauenfeld,Contemporary-Swiss-Jazz,2016-10-05,"[' Thierry Lang ', ' Heiri Känzig ', ' Andi Pupato ']",
Zürich,Jazz-im-Oberdorf,2016-10-05,"[' Omri Ziegele ', ' Yves Theiler ', ' Dario Sisera ']",
