location,event,date,artists,genre
null,Flimser-Musikfestival,2013-07-14,"['Andrea Bischoff ', ' Sabine Bärtschi ']",Classic
Zürich,Kantaten-Gottesdienst,2013-07-14,"[' Dela Hüttner ', ' Markus Fricker ']",Classic
Allmend,Frauenfeld,2013-07-14,"['Snoop Lion ', ' Jurassic 5 ', ' Gentleman & The Evolution ', ' DMC ', ' Action Bronson ', ' Kollegah & Farid Bang ', ' Ok Kid ']",Gentleman
Zürich,Kammerkonzert,2013-07-14,"['Laurent Weibel ', ' Yi-Chen Lin ', ' Martina Zimmermann ', ' Massimiliano Martinelli ', ' Nina Höhn ']",Classic
null,Flimser-Musikfestival,2013-07-14,"['Vital Julian Frey ', ' Christine Meyer ', ' Mathias Kleiböhmer ']",Classic
null,Harfe-Violine-Visuelles,2013-07-14,"[' Corinne Kappeler ', ' Daniel Treyer ']",Classic
Basel,Abendmusiken,2013-07-14,"[' Ulrike Hofbauer ', ' Evelyn Tubb ', ' Jan Thomer ', ' Richard Resch ', ' René Perl ']",Classic
Zürich,The-Thermals,2013-07-14,['The Thermals '],
Basel,Musiques-Royales,2013-07-14,['Pascale Van Coppenolle '],Classic
null,Stimmen,2013-07-14,"['Moddi ', ' Euzen ']",Pop
Montreux-Music-&-Convention-Centre,Montreux,2013-07-14,['Prince '],Prince
Montreux,Montreux-Jazz-Festival,2013-07-14,"['Hiatus Kaiyote ', ' Youn Sun Nah Duo ']",
Montreux-Music-&-Convention-Centre,Montreux,2013-07-14,"['James Blake ', ' Devendra Banhart ']",
Dolder-Sports,Zürich,2013-07-14,['Hugh Laurie '],
Piazza-Grande,Locarno,2013-07-14,['Neil Young & Crazy Horse '],
Dracula-Club,St.-Moritz,2013-07-14,"['Dee Dee Bridgewater ', ' Dee Dee Brigewater ', ' Edsel Gomez ']",
Luzern,Suuns,2013-07-14,['Suuns '],
Düdingen,Alela-Diane,2013-07-14,['Alela Diane '],
