location,event,date,artists,genre
null,Openair-St.-Gallen,2015-06-26,"['The Chemical Brothers ', "" Noel Gallagher's High Flying Birds "", ' Rise Against ', ' Royal Blood ', ' The War on Drugs ', ' Future Islands ', ' Kate Tempest ', ' Jack Garratt ', ' Hoffmaestro ']",
Basel,The-Quartet,2015-06-26,"[' Tony Lakatos ', ' Kirk Lightsey ', ' Tibor Elekes ', ' Famoudou Don Moye ']",
Zürich,Glantaler-Power-Men,2015-06-26,['Glantaler Power Men '],Pop
Basel,Masterrezital,2015-06-26,[' Tizian Naef '],Classic
Ascona,Jazz-Ascona,2015-06-26,['New Breed Brass Band '],
Interlaken,Trucker-&-Country-Festival-Interlaken,2015-06-26,"['Country Sisters ', ' The Derailers ', ' The Mavericks ']",
Bülach,Bülacher-Jazztage,2015-06-26,"[' Duke Heitger ', ' Engelbert Wrobel ', ' Dan Barrett ', ' Paolo Alderighi ', ' Nicki Parrott ', ' Bernard Flegar ']",
Basel,Orgelspiel-zum-Feierabend,2015-06-26,['Dieter Lämmlin '],Classic
Rapperswil,Blues'n'Jazz-Rapperswil-Jona,2015-06-26,['Samantha Fish '],
Ascona,Jazz-Ascona,2015-06-26,"['Nikki & Jules ', ' Mr Bo Weavil ']",
Rapperswil,Blues'n'Jazz-Rapperswil-Jona,2015-06-26,['Candy Dulfer '],
Rapperswil,Blues'n'Jazz-Rapperswil-Jona,2015-06-26,['Eric Bibb '],
Ascona,Jazz-Ascona,2015-06-26,['The Boptet of Swing '],
Ascona,Jazz-Ascona,2015-06-26,"['Ray Gelato & The Giants ', ' Shannon Powell Trio ']",
Zürich,Festspiele-Zürich-Magier-der-Töne,2015-06-26,[' Yuja Wang '],Classic
Zollikon,Beethoven-Beethoven-Beethoven!,2015-06-26,"['Sergey Koudriakov ', ' Sandi Toka Nova ', ' ""Von Herzen möge es zu Herzen gehen"" ']",Classic
Zürich,Kammermusik-Konzert,2015-06-26,"[' Saskia Hein ', ' Mihai Cocea ', ' Sara Franchini ']",Classic
Bern,Fantasie,2015-06-26,"[""Aisha Syed d'Oleo "", ' Slava Spiridonov ']",Classic
Basel,Flautastico,2015-06-26,['Tizian Naef '],Classic
Ascona,Jazz-Ascona,2015-06-26,"['La Section Rythmique ', ' Davina & The Vagabonds ', ' Young Sinatras ']",
Wetzikon,NZM,2015-06-26,['NZM '],
Zürich,Tango!-Misa-a-Buenos-Aires-und-Werke-von-Piazzolla,2015-06-26,"['Luciano Jungmann ', ' Marta Patrocinio ', '  Anja Powischer ', ' Flurina Sarott ']",
Bülach,Bülacher-Jazztage,2015-06-26,"[' Lilly Martin ', ' Daniel Küffer ', ' Bernhard Schoch ', ' Michael Dolmetsch ', ' Oliver Keller ']",
Solothurn,Upon-a-Burning-Body,2015-06-26,['Upon a Burning Body '],
Zürich,Benefizkonzert,2015-06-26,"['Sebastian Müller ', ' Dominik Brühwiler ']",Pop
Zürich,Sanktmoritz,2015-06-26,[' Pjm Pow'],
Aarau,Rock-on-the-Roof,2015-06-26,"['Level Syx; Gäbosch ', ' Andreas ', ' Dirk ']",
Basel,The-Cash-Box-Kings,2015-06-26,['The Cash Box Kings '],
Winterthur,Thelonious-4,2015-06-26,"[' Iman Spaargaren ', ' Thomas Hilbrandie ', ' Andreas Metzler ', ' Jurjen Bakker ']",
Zürich,Bossard-Huber-Schaufelberger,2015-06-26,"[' Raffaele Bossard ', ' Alex Huber ', ' Philipp Schaufelberger ']",
Winterthur,The-Bare-Tunes,2015-06-26,"[' Mace Mitchell ', ' Tsering Purtag ']",
Basel,Thomas-Lüthi's-Biwak,2015-06-26,"[' Rainer Böhm ', ' Arne Huber ', ' Claudio Strüby ']",
Zürich,Antemasque-abgesagt,2015-06-26,['Antemasque '],
Baden,The-Soul-&-Blues-Lady,2015-06-26,[' Christina Jaccard '],
Bern,Delaney-Davidson,2015-06-26,['Delaney Davidson '],
Ascona,Jazz-Ascona,2015-06-26,['Davell Crawford Trio '],
Bülach,Bülacher-Jazztage,2015-06-26,"[' Frank Roberscheuten ', ' Antti Sarpila ', ' Engelbert Wrobel ', ' Rossano Sportiello ']",
