location,event,date,artists,genre
Winterthur,Die-Samstagsmatinée,2013-09-28,"[' Omri Ziegele ', ' Yves Theiler ']",
Winterthur,Peter-und-der-Wolf,2013-09-28,"['Barbara Schlatter ', ' Debora Klein ', ' Nathalie Blaser ']",Classic
Zürich,Operetten-Arien-John-Thade,2013-09-28,"['John Thade ', ' Annkatrin Isaacs ']",Pop
Lausanne,Heartland-Early-Show,2013-09-28,['Tim Hecker '],Electronic
Luzern,Piano-Entertainment,2013-09-28,['Mega Horvath '],
-Alte-Kirche,Boswil,2013-09-28,[' Mircea Ardeleanu '],Classic
null,Orgelherbst,2013-09-28,"['Emil Horvath ', ' Karl Raas ']",Classic
Zürich,Konzert,2013-09-28,[' Martin Helmchen '],Classic
null,11.-Zürichsee-Festival,2013-09-28,['Mungo Jerry '],Pop
Kulturfabrik-Kofmehl,Solothurn,2013-09-28,"['August Burns Red ', ' Blessthefall ', ' Counterparts ']",
Zürich,Meh-Suff,2013-09-28,"['The Vision Bleak ', ' Saturnus ', ' Dorderuh ']",
Oberengstringen,Trovesi-Coscia,2013-09-28,"[' Gianluigi Trovesi ', ' Gianni Coscia ', ' Volker Schlott ', ' Falk Breitkreuz ', ' Nikolaus Neuser ', ' Jörg Huke ']",
Luzern,Rainald-Grebe,2013-09-28,['Rainald Grebe '],Pop
null,Frick-Helbock-Duo,2013-09-28,"['Frick-Helbock-Duo ', ' David Helbock ', ' Simon Frick ']",
Burgdorf,Container-6-Plunze-&-Plegere,2013-09-28,"[' Chrigel Perren ', ' Chäppel ', ' Gimpel ', ' Tom ']",Pop
Kreuzlingen,Copy-&-Paste,2013-09-28,"[' Aaron Wegmann ', ' Marvin Trummer ', ' Simon Kaufmann ', ' Lukas Gasser ']",Pop
Affoltern-am-Albis,Gländ,2013-09-28,"[' Barbara Schirmer ', ' Christian Zehnder ']",
Zug,Scottish-Folk-Night,2013-09-28,"['Rura ', ' Joy Dunlop & Band ']",
Uster,Wie-ein-Band-aufrollen-und-ins-Feuer-werfen,2013-09-28,"[' Sonoe Kato ', ' Christian Weber ', ' Liederzyklus von Chris Wiesendanger ']",Classic
Winterthur,Burst-&-Bloom,2013-09-28,"['Lasting Traces ', ' Reznik Syndrom ']",
Basel,William-Evans-Trio,2013-09-28,"[' William Evans ', ' Darryl Hall ', ' Jorge Rossy ']",
Zürich,Seun-Kuti-&-Egypt-80,2013-09-28,"['Seun Kuti & Egypt 80 ', ' Seun Kuti ', ' Lekan Animasahun ', ' Adelekunle Abidemi ', ' Oladimeji Akinyele ', ' Olugbade Okunade ', ' Kunle Justice ']",
Lausanne,Rachid-Taha,2013-09-28,['Rachid Taha '],
Bern,Fygeludi,2013-09-28,['Fygeludi '],
Baden,Rude-Tins,2013-09-28,"['Rude Tins ', ' support: No Authority ']",
Bierhübeli,Bern,2013-09-28,['Johnossi '],Johnossi
Thun,Jonas-Alaska-Abgesagt,2013-09-28,['Jonas Alaska '],Pop
null,Chris-Potter's-Underground,2013-09-28,"[' Chris Potter ', ' Adam Rogers ', ' Fema Ephron ', ' Nate Smith ']",
Bern,Take-Berlin,2013-09-28,['Take Berlin '],Pop
Baden,Leinwanddisco,2013-09-28,['DJ Zart Strom '],Electronic
Cham,Matt-Bianco,2013-09-28,['Matt Bianco '],
Zürich,Footprints,2013-09-28,"[' Alain Brenzikofer ', ' Flo Weiss ', ' Uli Morales ', ' Andreas Wahlbrink ', ' Bea Kronenberg ']",
Hauptwil,Smaft,2013-09-28,"[' Steffi Wüthrich ', ' Fabiano Pede ', ' Thomas Wäspi ', ' Anita Beyeler ', ' Moses Ruppen ']",Pop
Zürich,Yar-P,2013-09-28,"[' Benjamin Gantenbein ', ' Beda Mächler ', ' Hendrik Ruhwinkel ', ' Mattia Bachmann ', ' Lars Schmid ']",Pop
null,Freda-Goodlett,2013-09-28,"['Freda Goodlett ', ' Peter Finc ', ' Marcel Waldberger ']",
Luzern,Kind-Of-Jazz,2013-09-28,"[' Niculin Janett ', ' Marena Whitcher ', ' Lukas Wyss ', ' Marvin Trummer ', ' Moritz Meyer ', ' Nicolas Stocker ']",
null,1-2-3-Badda-dan-Clash,2013-09-28,"['DJs Foundation Sound ', ' Tek 9 ']",
Winterthur,Eigänabou,2013-09-28,['Eigänabou '],
Zürich,Déesse,2013-09-28,"[' Matias Moulin ', ' Cyril Perret ', ' Richard Oppermann ', ' Addrich Mauch ']",Pop
Sankt-Gallen,Hamburger-Discopunk-Stampfer,2013-09-28,"['Station 17 ', ' DJ Viktor Marek ']",Pop
Luzern,Slugabed,2013-09-28,['Slugabed '],Electronic
null,Pantha-du-Prince,2013-09-28,['Pantha du Prince '],Electronic
Zürich,Indie-Bites,2013-09-28,"[' Diego Wüest ', ' Mischa Podstransky ', ' Steve Grob ', ' Severin Wüest ']",
Lausanne,Heartland-Final-Party,2013-09-28,['DJ Total Freedom '],Electronic
