location,event,date,artists,genre
Zürich,Festival-Alte-Musik-Vier-Epochen-en-miniature,2015-09-26,"[' Silvia Berchtold ', ' Francesco Braggio ']",Classic
Basel,Orgelmusik-über-Mittag,2015-09-26,['Felix Pachlatko '],Classic
Luzern,World-Band-Festival,2015-09-26,"['Orchester der Suworow Militärakademie Moskau ', ' Black Dyke Band ']",
Zürich,Klavierrezital,2015-09-26,['Irina Vardeli '],Classic
Zürich,Festival-Alte-Musik-Parita,2015-09-26,['Rachel Podger '],Classic
Männedorf,Duo-Invenzione,2015-09-26,"[' Tabea Resin ', ' Simon Weber ']",Classic
Zürich,Festival-Alte-Musik-Dialoghi,2015-09-26,"[' Ulrike Hofbauer ', ' Marie Bournisien ', ' Julian Behr ', ' Brigitte Gasser ']",Classic
Luzern,Metal-Storm,2015-09-26,"[' Omnium Gatherum ', ' Izegrim ', ' Awekening Sun ']",
Zürich,Festival-Alte-Musik-Baci,2015-09-26,"[' Rossana Bertini ', ' Francesca Cassinari ', ' Elena Carzaniga ', ' Giuseppe Maletto ', ' Raffaele Giordani ', ' Daniele Carnovich ']",Classic
Riehen,Susanne-Mathé-spielt-Mendelssohn,2015-09-26,[' Susanne Mathé '],Classic
Luzern,Iron-Horses,2015-09-26,['Iron Horses '],
Zürich,Misa-Criolla,2015-09-26,"[' Duo Ramos-Schneider ', ' Christine Kessler ', ' Dominik Lendi ', ' Jean.Pierre Maillard ', ' Tino Brütsch ']",Classic
Luzern,Iron-Horses,2015-09-26,['Iron Horses '],
null,Orgelherbst-2.-Konzert,2015-09-26,['Willibald Guggenmos '],Classic
-Alte-Kirche,Boswil,2015-09-26,"[' Daniel Schnyder ', ' Tony Renolds ']",Classic
null,The-Key-of-Life,2015-09-26,[' Christiane Reinhard '],Classic
Basel,Canto-Amabile-Ruf-der-Hirtinnen,2015-09-26,"[' Mathias Inoue ', ' Ioana Ilie ']",Classic
Winterthur,Mein-G'müth-ist-mir-verwirret,2015-09-26,"[' Emanuele Forni ', ' Soma Salat-Zakariás ']",Classic
Basel,L'opéra-c'est-moi,2015-09-26,[' Franco Fagioli '],Classic
Zürich,Forward-into-Light,2015-09-26,"[' Frédéric Champion ', ' Ulla Westvik ', ' Ulrike Andersen ', ' Reto Hofstetter ', ' Samuel Zünd ']",Classic
Basel,L'opera-c'est-moi,2015-09-26,[' Franco Fagioli '],Classic
Zürich,Festival-Alte-Musik-Cambrai-I,2015-09-26,"[' Olalla Alemán ', ' Silvie Moors ', ' Patrizia Hardt ', ' Tomàs Maxé ', ' Bart Meynckens ']",Classic
null,Raphael-Gualazzi,2015-09-26,['Raphael Gualazzi '],
Zürich,SOFA-Chor-Abend-Nacht-und-Morgen,2015-09-26,"[' Koryna Lottenbach ', ' Natalie Klaus ']",Classic
Zürich,Mika,2015-09-26,['Mika '],Pop
Bern,Headbangersball,2015-09-26,['Harakiri for the sky '],
Stans,Amber-Rubarth,2015-09-26,['Amber Rubarth '],Pop
Luzern,World-Band-Festival,2015-09-26,['Maryland Jazz Band of Cologne '],
Adelboden,Swiss-Chamber-Music-Festival,2015-09-26,"[' Stefan Tarara ', ' Lora-Evelin Vakova-Tarara ']",Classic
Zürich,Othella-Dallas,2015-09-26,"['Othella Dallas ', ' Othella Dallas ', ' Alex Hendriksen ', ' Ueli Gasser ', ' Hannes Bürgi ', ' Manuel Müller ', ' Lukas Gasser ']",
Lyss,Rockabilly-Festival,2015-09-26,"['Blue Cats ', ' Pike Cavalero ']",
Zürich,Ganz-aus-dem-Häuschen,2015-09-26,"[' Annette Labusch ', ' Claire Genewein ', ' Stefi Spinas ']",Classic
null,Jazz-Labor,2015-09-26,"['Katja Mair ', ' Peter Leuzinger ', ' Chrigel Bosshard ']",
Baden,4-You,2015-09-26,"[' Urs Haensler ', ' Christian Mosbeck ', ' Bruno Telli ', ' Bea Schneider ']",
