location,event,date,artists,genre
Zürich,Lilly-Martin-&-Band,2013-09-30,"[' Lilly Martin ', ' Oliver Keller ', ' Michael Dolmetsch ', ' Markus Fritzsche ', ' Steve Grant ']",
Zürich,Série-jeunes,2013-09-30,"['Christoph Croisé ', ' Alexander Panfilov ']",Classic
Zürich,The-Hirsch-Effekt,2013-09-30,['The Hirsch Effekt '],
Bar-Tantpis,Zürich,2013-09-30,"[' Ruth Bieri  ', ' Helen Davey  ']",Pop
Pratteln,Pretty-Maids,2013-09-30,['Pretty Maids '],
Komplex-Klub,Zürich,2013-09-30,['Dillinger Escape Plan '],
Chur,1.-Abonnementskonzert,2013-09-30,['Irina Georgieva '],Classic
Zürich,Old-School-Piano-Blues,2013-09-30,['Andy Boller '],
Baden,Chimaira,2013-09-30,"[' Philipp Gropper ', ' John Schröder ', ' Oliver Potratz ', ' Alex Huber ']",
Zürich,Patricia-Vonne,2013-09-30,['Patricia Vonne '],
Zürich,Django-Bates-&-Human-Chain,2013-09-30,"['Django Bates & Human Chain ', ' Django Bates ', ' Claire Huguenin ', ' Maro Widmer ', ' Nolan Quinn ', ' Linus Amstad ']",
Zürich,Nik-Bärtsch's-Ronin,2013-09-30,"[' Kasper Rast ', ' Thomy Jordi ', ' Sha ']",
