,location,event,date,artists,genre
0,Z?rich,Mittagsmusik,2015-01-14,"[' Ulrich Schmid ', ' Annlynn Miller ']",['Classic']
1,Z?rich,A-Happy-Hour-Jazz-with-Simon-Wyrsch-Quartet,2015-01-14,"['Simon Wyrsch ', ' Dario Bianchin ', ' Fridolin Blumer ', ' Robert Mark ']","['Jazz', 'Blues', 'Soul']"
2,Basel,COOP-Sinfoniekonzerte,2015-01-14,[' Anastasia Voltchok '],['Classic']
3,Luzern,Dem-Andenken-eines-Engels,2015-01-14,[' Isabelle Faust '],['Classic']
4,Z?rich,Ich-denke-dein,2015-01-14,"[' Lisa Larsson ', ' Rolf Martinsson ']",['Classic']
5,Z?rich,Ton-Steine-Scherben,2015-01-14,['Ton Steine Scherben '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
6,Luzern,Jam-Session,2015-01-14,"[' Christian Winiker ', ' Peter Huser ', ' Rafi Woll ', ' Faruk Muslijevic ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
7,Z?rich,Jazzbaragge-Wednesday-Jam,2015-01-14,"['Jean-Paul Brodbeck ', ' Arne Huber ', ' Claudio Str?by ']","['Jazz', 'Blues', 'Soul']"
8,Z?rich,Die-Fantastischen-Vier,2015-01-14,['Die Fantastischen Vier '],"['Hip', 'Hop', ""R'n'B""]"
9,Baden,Solostunde,2015-01-14,['T?bi Tobler '],['traditional']
10,Z?rich,Bassquartett,2015-01-14,"[' Peter Frey ', ' Jan Schlegel ', ' Daniel Studer ', ' Christian Weber ']","['Jazz', 'Blues', 'Soul']"
11,Z?rich,Frank-McComb-Trio,2015-01-14,"[' Frank McComb ', ' Glenn Gaddum ', ' Yoran Vroom ']","['Hip', 'Hop', ""R'n'B""]"
12,Baden,Vier-gewinnt,2015-01-14,"[' Daniel Affentranger ', ' Michel Spahr ', ' Mischa Frey ', ' Lukas Blattner ']","['Jazz', 'Blues', 'Soul']"
13,Luzern,Workshopkonzerte,2015-01-14,"[' Elian Frei ', ' Jesper Gasseling ', ' Nora Vetter ', ' Marina Massolin ', ' Patricia Fehr ', ' Angela Glauser ', ' Benjamin Leumann ', ' Julien Minguely ', ' Jonathan Salvi ']","['Jazz', 'Blues', 'Soul']"
14,Bern,Akku-Quintet,2015-01-14,"['Akku Quintet ', ' Thierry L?thy ', ' Markus Ischer ', ' Maja Nydegger ', ' Andi Schnellmann ', ' Manuel Pasquinelli ']","['Jazz', 'Blues', 'Soul']"
15,Z?rich,Bukowski-&-Fromheretillnow,2015-01-14,['Inga Copeland '],['Electronic']
16,Basel,Soul-Tango-Invasion,2015-01-14,"[' Matthieu Michel ', ' Michael Zisman ', ' Sebastien Fulgido ']","['Jazz', 'Blues', 'Soul']"
17,Z?rich,Tuliaisia,2015-01-14,"[' Marianne Racine ', ' Vera Kappeler ']","['world', 'music']"
18,Luzern,Nachtkonzert,2015-01-14,['Isabelle Faust '],['Classic']
