	ClubID	ClubName	Address	EventID	EventName	Date	LineUp
0	82335	 Tommasini	Seonerstrasse 23, 5600 Lenzburg	633348	Housefrauen - The Last Dance	 27 September 2014 	"['DAFNE & CEM ', ""DEBBY'S & Mickail "", 'VANA&TOBE ', 'Y&Y']"
1	82335	 Tommasini	Seonerstrasse 23, 5600 Lenzburg	511509	Housefrauen	 07 September 2013 	['kescalandanke', 'Aldijana&Jorven', '', 'Morris', 'Nikolas Wabe ', 'DJ‘s Housefrauen', 'Ranja&Eldo', 'Vanita&Shima', 'DJ‘s Life is Live', 'Markus Kenel ', 'J Kuhn']
2	82335	 Tommasini	Seonerstrasse 23, 5600 Lenzburg	459662	Stadtgeflüster	 22 March 2013 	[' Riley Reinhold', ' Zouaoui', ' Fabian Kozelsky', 'Ryan Davis']
3	82335	 Tommasini	Seonerstrasse 23, 5600 Lenzburg	447691	Die Liga Meets Monlog with Delano & Robin Ivan	 08 February 2013 	['Delano', ' TBA', ' Robin Ivan']
