location,event,date,artists,genre
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2013-07-20,[FRANCOIS XAVIER POIZAT],
 SOUND MAGNET, DJ REAS, GYPSY SOUND SYSTEM]",
