location,event,date,artists,genre,coordinates
Lausanne,SWISS PRIDE,2006-07-08,[THE ORGAN],,"(46.5196535, 6.6322734)"
HAROLD LOPEZ NUSSA]",,"(46.4312213, 6.9106799)"
