location,event,date,artists,genre,coordinates
Sierre,SIERRE BLUES FESTIVAL,2014-07-09,[POPA CHUBBY],,"(46.29413110000001, 7.533536199999999)"
GRAMMAR, ZOMBIDOU, DJ SCREAM]",,"(46.4312213, 6.9106799)"
