location,event,date,artists,genre,coordinates
Veytaux,MONTREUX JAZZ FESTIVAL,2014-07-11,[JULIAN SARTORIUS],,"(46.42071019999999, 6.9286409)"
E, MIYAVI, BAD NELSON]",,"(46.4312213, 6.9106799)"
