location,event,date,artists,genre,coordinates
Geneve,MUSIQUES EN ETE,2010-07-29,[QUATUOR YSAYE],,"(46.2043907, 6.1431577)"
OK FREVO, MALCOLM BRAFF]",,"(45.923697, 6.869433)"
