location,event,date,artists,genre,coordinates
Geneve,MUSIQUES EN ETE,2007-07-20,[ABAJI],,"(46.2043907, 6.1431577)"
RS, ERIK TRUFFAZ]",,"(46.4312213, 6.9106799)"
