location,event,date,artists,genre,coordinates
Le Lignon,FESTIVAL DE LA BATIE,2016-09-11,[NICOLAS CANTILLON],,"(46.203703, 6.0961889)"
OSSARD, POL, POL, MILO RAU, POL]",,"(46.2043907, 6.1431577)"
