location,event,date,artists,genre,coordinates
Pregny,ANTIGEL,2013-01-31,[EMILY WELLS],,"(46.2420331, 6.1435559)"
 YODLEURS ALPHUTTLI],,"(46.1668075, 6.1145793)"
