location,event,date,artist
Hermance,JAZZ SUR LA PLAGE,2007-08-18,MAMA AND THE KIDS
Gampel,OPEN AIR DE GAMPEL,2007-08-18,WILLIAM WHITE
Avenches,ROCK OZ ARENES,2007-08-18,STEPHAN EICHER
