location,event,date,artist
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2011-07-31,PAMPLEMOUSSE
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-07-31,HUBERT RUTKOWSKY
Avenches,ROCK OZ ARENES,2011-07-31,IGOR BLASKA
Verbier,VERBIER FESTIVAL,2011-07-31,VERBIER FESTIVAL ORCHESTRA / VFO
Verbier,VERBIER FESTIVAL,2011-07-31,VADIM REPIN
