location,event,date,artist
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-31,AMIRA MEDUNJANIN
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-31,ANDRE MANOUKIAN
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2016-07-31,CARAVAN PALACE
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-07-31,FANFARIBOLE
Verbier,VERBIER FESTIVAL,2016-07-31,VERBIER FESTIVAL CHAMBER ORCHESTRA / VFCO
