location,event,date,artist
Winterthur,AFRO - PFINGSTEN,2011-06-11,SERGENT GARCIA
La Chaux du Milieu,CORBAK,2011-06-11,LOUIS CHEDID
Montreux,MOTION OPENAIR,2011-06-11,DJ OTHELLO
