location,event,date,artist
Geneve,L'AMR AUX CROPETTES,2013-06-28,TROMBONE ALTITUDE
Cully,LAVAUX CLASSIQUE,2013-06-28,PATRICIA KOPATCHINSKAJA
Cully,LAVAUX CLASSIQUE,2013-06-28,GIORA FEIDMAN
Mendrisio,LUGANO ESTIVAL JAZZ,2013-06-28,DIROTTA SU CUBA
Saint Gallen,OPEN AIR DE SAINT GALLEN,2013-06-28,DEAD BUNNY
Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2013-06-28,THEO PARRISH
