location,event,date,artist
Sion,GUINNESS IRISH FESTIVAL,2011-08-04,TRI YANN
Geneve,MUSIQUES EN ETE,2011-08-04,STEFANIE IRANYI
Porrentruy,ROCK AIR PORRENTRUY,2011-08-04,KIKI CRETIN
Avenches,ROCK OZ ARENES,2011-08-04,MOTORHEAD
