location,event,date,artist
Chenes Bougeries,BIMBADABOUM FESTIVAL,2012-08-16,MONSIEUR LUNE (L'INCROYABLE HISTOIRE DE GASTON ET LUCIE)
Gampel,OPEN AIR DE GAMPEL,2012-08-16,BEATSTEAKS
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-08-16,FRANCOIS XAVIER POIZAT
Le Locle,ROCK ALTITUDE,2012-08-16,NADA SURF
