location,event,date,artist
Hermance,JAZZ SUR LA PLAGE,2006-08-19,JAM CROON ON
Gampel,OPEN AIR DE GAMPEL,2006-08-19,MANDO DIAO
Avenches,ROCK OZ ARENES,2006-08-19,NADA SURF
