location,event,date,artist
Zurich,CHANSONS EN STOK,2007-09-15,JONAS ET LE TAXI BROUSSE ORCHESTRA
Le Noirmont,CHANT DU GROS,2007-09-15,MATTAFIX
Geneve,FESTIVAL DE LA BATIE,2007-09-15,ZEBRA (Antoine)
