location,event,date,artist
Geneve,JAZZ ESTIVAL - MUSIQUE EN ETE,2006-07-31,TANIA MARIA
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2006-07-31,SERGENT GARCIA
