location,event,date,artist
Motiers,HORS TRIBU,2010-08-08,ROBE
Geneve,MUSIQUES EN ETE,2010-08-08,DIANA DAMRAU
Pregny,PREGNY ALP FESTIVAL,2010-08-08,LES JOYEUX FA DIESE
Porrentruy,ROCK AIR PORRENTRUY,2010-08-08,FRANCOIS CORBIER
