location,event,date,artist
Sion,GUINNESS IRISH FESTIVAL,2011-08-06,CARLOS NUNEZ
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2011-08-06,LULUXPO
Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-06,JULIEN SZULMAN
Porrentruy,ROCK AIR PORRENTRUY,2011-08-06,SELAH SUE
Avenches,ROCK OZ ARENES,2011-08-06,STEPHAN EICHER
