location,event,date,artist
Pratteln,METALFEST,2012-06-08,KYUSS LIVES
Pully,PULLY A L'HEURE DU QUEBEC,2012-06-08,ALEXANDRE POULIN
Sierre,SISMICS FESTIVAL,2012-06-08,IMPERIAL TABASCO
