location,event,date,artist
Yverdon Les Bains,ANTIDOTE FESTIVAL,2015-08-14,THE WOMBATS
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2015-08-14,RAGING FYAH
Geneve,MUSIQUES EN ETE,2015-08-14,SUN RA ARKESTRA
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2015-08-14,MARC AYMON
Le Locle,ROCK ALTITUDE,2015-08-14,LOFOFORA
Avenches,ROCK OZ ARENES,2015-08-14,STEVE AOKI
