location,event,date,artist
Geneve,FESTIVAL DE LA BATIE,2012-08-31,JAMES MURPHY
Begnins,JVAL FESTIVAL,2012-08-31,DJ JOH
Begnins,JVAL FESTIVAL,2012-08-31,GRAND PIANORAMAX
Begnins,JVAL FESTIVAL,2012-08-31,ELECTRO DELUXE
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2012-08-31,NIGEL KENNEDY
Montreux,SEPTEMBRE MUSICAL,2012-08-31,ROYAL PHILHARMONIC ORCHESTRA BRASS ENSEMBLE
