location,event,date,artist
Geneve,BOTOX,2011-04-09,SERGENT PAPOU
Geneve,FESTIVAL DE JAZZ DE L'AMR,2011-04-09,CHRISTOPHE BERTHET
Lausanne,KNOCKOUT,2011-04-09,TIM EXILE
