location,event,date,artist
Bern,GURTEN FESTIVAL BERN,2011-07-14,KATE NASH
Zurich,LIVE AT SUNSET,2011-07-14,STEPHAN EICHER
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-14,PAUL SIMON
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-14,MOS DEF aka YASIIN BEY
Locarno,MOON AND STARS,2011-07-14,ROXETTE
