location,event,date,artist
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2009-07-30,BB BRUNES
Geneve,MUSIQUES EN ETE,2009-07-30,NATHALIE STUTZMANN
Verbier,VERBIER FESTIVAL,2009-07-30,JULIEN QUENTIN
Verbier,VERBIER FESTIVAL,2009-07-30,EVGENY KISSIN
Verbier,VERBIER FESTIVAL,2009-07-30,QUATUOR EBENE
