location,event,date,artist
Thun,AM SCHLUSS,2011-07-21,HANS SOLLNER
Geneve,MUSIQUES EN ETE,2011-07-21,FLORIAN BOESCH
Nyon,PALEO FESTIVAL,2011-07-21,THE STROKES
Verbier,VERBIER FESTIVAL,2011-07-21,STEPHEN HOUGH
Verbier,VERBIER FESTIVAL,2011-07-21,THOMAS QUASTHOFF
Verbier,VERBIER FESTIVAL,2011-07-21,LISA BATIASHVILI
