location,event,date,artist
Lausanne,HOLY GROOVE FESTIVAL,2015-10-02,RAY LUGO
Geneve,JAZZCONTREBAND,2015-10-02,DOUG HAMMOND
Carouge,JAZZCONTREBAND,2015-10-02,ABLAYE CISSOKO
