location,event,date,artist
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2016-08-20,JUNIOR KELLY
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-08-20,ALEX BAU
Penthalaz,VENOGE FESTIVAL,2016-08-20,FRERO DELAVEGA
