location,event,date,artist
Gampel,OPEN AIR DE GAMPEL,2015-08-22,BREAKDOWN OF SANITY
Pully,PULLY FOR NOISE,2015-08-22,ROISIN MURPHY
Penthalaz,VENOGE FESTIVAL,2015-08-22,SEETHER
