location,event,date,artist
Lausanne,ELECTROSANNE,2013-09-08,FRED & GUILLAUME P
Montreux,SEPTEMBRE MUSICAL,2013-09-08,ROYAL PHILARMONIC ORCHESTRA DE LONDRES
