location,event,date,artist
Geneve,L'AMR AUX CROPETTES,2016-06-30,FLORENCE MELNOTTE
Montreux,MONTREUX JAZZ FESTIVAL,2016-06-30,CHARLES LLOYD
Saint Gallen,OPEN AIR DE SAINT GALLEN,2016-06-30,FETTES BROT
