location,event,date,artist
Lausanne,ESPLANADE,2006-06-08,PATATAS CHIPAS CLUB
Pully,PULLY A L'HEURE DU QUEBEC,2006-06-08,PIERRE LAPOINTE
Lutry,PULLY A L'HEURE DU QUEBEC,2006-06-08,YVES SAVARD
Pully,PULLY A L'HEURE DU QUEBEC,2006-06-08,LARA
