location,event,date,artist
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2008-08-16,THE RUDNESS CREW
Hermance,JAZZ SUR LA PLAGE,2008-08-16,LES LEGROUP
Gampel,OPEN AIR DE GAMPEL,2008-08-16,THE LOCOS
Avenches,ROCK OZ ARENES,2008-08-16,HAWKSLEY WORKMAN
