location,event,date,artist
Bern,GURTEN FESTIVAL BERN,2011-07-17,THE NATIONAL
Zurich,LIVE AT SUNSET,2011-07-17,CHICAGO
Locarno,MOON AND STARS,2011-07-17,JACK JOHNSON
Verbier,VERBIER FESTIVAL,2011-07-17,KIRILL TROUSSOV
Verbier,VERBIER FESTIVAL,2011-07-17,LISA BATIASHVILI
Verbier,VERBIER FESTIVAL,2011-07-17,ANGELA HEWITT
