location,event,date,artist
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2015-08-02,DAN TEPFER
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2015-08-02,ANDRE MANOUKIAN
Geneve,FETES DE GENEVE,2015-08-02,THOMAS SCHOEFFLER JR
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2015-08-02,LOUIS BERTIGNAC
Verbier,VERBIER FESTIVAL,2015-08-02,CHARLES DUTOIT
