location,event,date,artist
Lucerne,BLUE BALLS,2016-07-23,KEB'MO
Lumnezia,OPEN AIR LUMNEZIA,2016-07-23,THE SUBWAYS
Nyon,PALEO FESTIVAL,2016-07-23,THE CHEMICAL BROTHERS
