location,event,date,artist
Annecy,JAZZCONTREBAND,2014-10-15,LUCIEN DUBUIS
Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2014-10-15,MORTON SUBOTNIK
