location,event,date,artist
Fribourg,BELLUARD BOLLWERK INTERNATIONAL,2010-06-30,TAREK ATOUI
Fribourg,BELLUARD BOLLWERK INTERNATIONAL,2010-06-30,DJ LYNDA REVOL
