location,event,date,artist
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-08-07,LA YEGROS
Avenches,ROCK OZ ARENES,2016-08-07,ANTHONY KAVANAGH
Verbier,VERBIER FESTIVAL,2016-08-07,VERBIER FESTIVAL ORCHESTRA / VFO
