location,event,date,artist
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2010-08-01,MOONRAISERS
Verbier,VERBIER FESTIVAL,2010-08-01,VERBIER FESTIVAL ORCHESTRA / VFO
