location,event,date,artist
Bern,GURTEN FESTIVAL BERN,2008-07-19,BLIND
Zurich,LIVE AT SUNSET,2008-07-19,JUANES
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-19,DEEP PURPLE
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-19,PETE ROCK
Verbier,VERBIER FESTIVAL,2008-07-19,LURA
