location,event,date,artist
Geneve,MUSIQUES EN ETE,2009-07-28,BELCEA QUARTET
Verbier,VERBIER FESTIVAL,2009-07-28,LEONIDAS KAVAKOS
Verbier,VERBIER FESTIVAL,2009-07-28,QUATUOR EBENE
Verbier,VERBIER FESTIVAL,2009-07-28,STEPHEN KOVACEVITCH
