location,event,date,artist
Chenes Bougeries,BIMBADABOUM FESTIVAL,2012-08-19,GAETAN
Gampel,OPEN AIR DE GAMPEL,2012-08-19,BASTIAN BAKER
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2012-08-19,ORCHESTRE DE LA SUISSE ROMANDE
