location,event,date,artist
Duedingen,BAD BONN KILBI,2012-07-30,THURSTON MOORE (SONIC YOUTH)
Geneve,FETES DE GENEVE,2012-07-30,OUT OF LAW
Geneve,MUSIQUES EN ETE,2012-07-30,DAVE HOLLAND
Verbier,VERBIER FESTIVAL,2012-07-30,RAY CHEN
Verbier,VERBIER FESTIVAL,2012-07-30,VERBIER FESTIVAL ORCHESTRA / VFO
Verbier,VERBIER FESTIVAL,2012-07-30,CHRISTOPH PREGARDIEN
