location,event,date,artist
Denens,BERLES ROCK FESTIVAL,2010-07-31,RHYS CHATHAM
Lucerne,BLUE BALLS,2010-07-31,THE ROOTS
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2010-07-31,INNA MODJA
Verbier,VERBIER FESTIVAL,2010-07-31,NICHOLAS ANGELICH
Verbier,VERBIER FESTIVAL,2010-07-31,ROLANDO VILLAZON
Verbier,VERBIER FESTIVAL,2010-07-31,PAMELA FRANK
Verbier,VERBIER FESTIVAL,2010-07-31,ELISABETH LEONSKAJA
