location,event,date,artist
Martigny,COSMOJAZZ FESTIVAL,2014-07-26,SANDRA NKAKE
Geneve,FETES DE GENEVE,2014-07-26,ORISKA
Nyon,PALEO FESTIVAL,2014-07-26,JAMES BLUNT
Verbier,VERBIER FESTIVAL,2014-07-26,ISTVAN VARDAI
Verbier,VERBIER FESTIVAL,2014-07-26,VERBIER FESTIVAL ORCHESTRA / VFO
Verbier,VERBIER FESTIVAL,2014-07-26,QUATUOR EBENE
