location,event,date,artist
Neuchatel,FESTI NEUCH,2013-05-31,KLAXONS
Carouge,LOKOS,2013-05-31,THE TANGERINES
Sierre,SISMICS FESTIVAL,2013-05-31,SOLA KAMBA
